 ,stack,counts,err
1747,1747,362.000,19.026
1748,1748,342.000,18.493
1749,1749,337.000,18.358
1750,1750,346.000,18.601
1751,1751,387.000,19.672
1752,1752,293.000,17.117
1753,1753,293.000,17.117
1754,1754,303.000,17.407
1755,1755,281.000,16.763
1756,1756,256.000,16.000
1757,1757,302.000,17.378
1758,1758,312.000,17.664
1759,1759,274.000,16.553
1760,1760,298.000,17.263
1761,1761,259.000,16.093
1762,1762,276.000,16.613
1763,1763,317.000,17.804
1764,1764,280.000,16.733
1765,1765,279.000,16.703
1766,1766,315.000,17.748
1767,1767,271.000,16.462
1768,1768,294.000,17.146
1769,1769,292.000,17.088
1770,1770,323.000,17.972
1771,1771,361.000,19.000
1772,1772,246.000,15.684
1773,1773,336.000,18.330
1774,1774,286.000,16.912
1775,1775,305.000,17.464
1776,1776,278.000,16.673
1777,1777,283.000,16.823
1778,1778,304.000,17.436
1779,1779,292.000,17.088
1780,1780,308.000,17.550
1781,1781,310.000,17.607
1782,1782,307.000,17.521
1783,1783,240.000,15.492
1784,1784,268.000,16.371
1785,1785,274.000,16.553
1786,1786,310.000,17.607
1787,1787,303.000,17.407
1788,1788,286.000,16.912
1789,1789,249.000,15.780
1790,1790,293.000,17.117
1791,1791,272.000,16.492
1792,1792,279.000,16.703
1793,1793,337.000,18.358
1794,1794,285.000,16.882
1795,1795,241.000,15.524
1796,1796,296.000,17.205
1797,1797,237.000,15.395
1798,1798,267.000,16.340
1799,1799,224.000,14.967
1800,1800,285.000,16.882
1801,1801,240.000,15.492
1802,1802,227.000,15.067
1803,1803,319.000,17.861
1804,1804,279.000,16.703
1805,1805,224.000,14.967
1806,1806,233.000,15.264
1807,1807,276.000,16.613
1808,1808,275.000,16.583
1809,1809,293.000,17.117
1810,1810,291.000,17.059
1811,1811,292.000,17.088
1812,1812,257.000,16.031
1813,1813,268.000,16.371
1814,1814,243.000,15.588
1815,1815,236.000,15.362
1816,1816,270.000,16.432
1817,1817,235.000,15.330
1818,1818,239.000,15.460
1819,1819,233.000,15.264
1820,1820,242.000,15.556
1821,1821,228.000,15.100
1822,1822,229.000,15.133
1823,1823,214.000,14.629
1824,1824,184.000,13.565
1825,1825,252.000,15.875
1826,1826,256.000,16.000
1827,1827,217.000,14.731
1828,1828,226.000,15.033
1829,1829,241.000,15.524
1830,1830,261.000,16.155
1831,1831,221.000,14.866
1832,1832,193.000,13.892
1833,1833,244.000,15.620
1834,1834,203.000,14.248
1835,1835,230.000,15.166
1836,1836,197.000,14.036
1837,1837,244.000,15.620
1838,1838,243.000,15.588
1839,1839,248.000,15.748
1840,1840,264.000,16.248
1841,1841,248.000,15.748
1842,1842,179.000,13.379
1843,1843,183.000,13.528
1844,1844,209.000,14.457
1845,1845,197.000,14.036
1846,1846,220.000,14.832
1847,1847,263.000,16.217
1848,1848,215.000,14.663
1849,1849,230.000,15.166
1850,1850,282.000,16.793
1851,1851,242.000,15.556
1852,1852,204.000,14.283
1853,1853,184.000,13.565
1854,1854,233.000,15.264
1855,1855,210.000,14.491
1856,1856,237.000,15.395
1857,1857,177.000,13.304
1858,1858,231.000,15.199
1859,1859,193.000,13.892
1860,1860,215.000,14.663
1861,1861,229.000,15.133
1862,1862,225.000,15.000
1863,1863,191.000,13.820
1864,1864,203.000,14.248
1865,1865,213.000,14.595
1866,1866,218.000,14.765
1867,1867,221.000,14.866
1868,1868,222.000,14.900
1869,1869,246.000,15.684
1870,1870,200.000,14.142
1871,1871,205.000,14.318
1872,1872,171.000,13.077
1873,1873,221.000,14.866
1874,1874,203.000,14.248
1875,1875,205.000,14.318
1876,1876,179.000,13.379
1877,1877,182.000,13.491
1878,1878,216.000,14.697
1879,1879,176.000,13.266
1880,1880,185.000,13.601
1881,1881,222.000,14.900
1882,1882,153.000,12.369
1883,1883,228.000,15.100
1884,1884,216.000,14.697
1885,1885,192.000,13.856
1886,1886,212.000,14.560
1887,1887,187.000,13.675
1888,1888,173.000,13.153
1889,1889,194.000,13.928
1890,1890,175.000,13.229
1891,1891,202.000,14.213
1892,1892,175.000,13.229
1893,1893,216.000,14.697
1894,1894,150.000,12.247
1895,1895,154.000,12.410
1896,1896,174.000,13.191
1897,1897,175.000,13.229
1898,1898,160.000,12.649
1899,1899,202.000,14.213
1900,1900,141.000,11.874
1901,1901,162.000,12.728
1902,1902,195.000,13.964
1903,1903,166.000,12.884
1904,1904,178.000,13.342
1905,1905,194.000,13.928
1906,1906,162.000,12.728
1907,1907,146.000,12.083
1908,1908,164.000,12.806
1909,1909,189.000,13.748
1910,1910,174.000,13.191
1911,1911,179.000,13.379
1912,1912,208.000,14.422
1913,1913,180.000,13.416
1914,1914,183.000,13.528
1915,1915,166.000,12.884
1916,1916,160.000,12.649
1917,1917,142.000,11.916
1918,1918,161.000,12.689
1919,1919,153.000,12.369
1920,1920,173.000,13.153
1921,1921,171.000,13.077
1922,1922,187.000,13.675
1923,1923,132.000,11.489
1924,1924,189.000,13.748
1925,1925,163.000,12.767
1926,1926,199.000,14.107
1927,1927,140.000,11.832
1928,1928,147.000,12.124
1929,1929,186.000,13.638
1930,1930,162.000,12.728
1931,1931,165.000,12.845
1932,1932,159.000,12.610
1933,1933,151.000,12.288
1934,1934,156.000,12.490
1935,1935,121.000,11.000
1936,1936,178.000,13.342
1937,1937,151.000,12.288
1938,1938,159.000,12.610
1939,1939,162.000,12.728
1940,1940,125.000,11.180
1941,1941,119.000,10.909
1942,1942,118.000,10.863
1943,1943,166.000,12.884
1944,1944,141.000,11.874
1945,1945,157.000,12.530
1946,1946,132.000,11.489
1947,1947,167.000,12.923
1948,1948,130.000,11.402
1949,1949,130.000,11.402
1950,1950,160.000,12.649
1951,1951,154.000,12.410
1952,1952,155.000,12.450
1953,1953,139.000,11.790
1954,1954,145.000,12.042
1955,1955,144.000,12.000
1956,1956,157.000,12.530
1957,1957,131.000,11.446
1958,1958,158.000,12.570
1959,1959,126.000,11.225
1960,1960,162.000,12.728
