 ,stack,counts,err
939,939,3136.000,56.000
940,940,3278.000,57.254
941,941,3332.000,57.723
942,942,3316.000,57.585
943,943,3713.000,60.934
944,944,3772.000,61.417
945,945,3628.000,60.233
946,946,3757.000,61.294
947,947,3863.000,62.153
948,948,3623.000,60.191
949,949,3894.000,62.402
950,950,3805.000,61.685
951,951,3562.000,59.682
952,952,3662.000,60.514
953,953,3815.000,61.766
954,954,3641.000,60.341
955,955,3597.000,59.975
956,956,3586.000,59.883
957,957,3701.000,60.836
958,958,3801.000,61.652
959,959,3661.000,60.506
960,960,3657.000,60.473
961,961,3709.000,60.902
962,962,3690.000,60.745
963,963,3408.000,58.378
964,964,3703.000,60.852
965,965,3483.000,59.017
966,966,3569.000,59.741
967,967,3268.000,57.166
968,968,3366.000,58.017
969,969,3293.000,57.385
970,970,3351.000,57.888
971,971,3230.000,56.833
972,972,3330.000,57.706
973,973,3356.000,57.931
974,974,3245.000,56.965
975,975,3235.000,56.877
976,976,3179.000,56.383
977,977,3255.000,57.053
978,978,3164.000,56.249
979,979,3153.000,56.152
980,980,3233.000,56.859
981,981,2997.000,54.745
982,982,3135.000,55.991
983,983,3140.000,56.036
984,984,3188.000,56.462
985,985,3174.000,56.338
986,986,3115.000,55.812
987,987,3067.000,55.381
988,988,3058.000,55.299
989,989,3014.000,54.900
990,990,3091.000,55.597
991,991,2943.000,54.249
992,992,3014.000,54.900
993,993,3029.000,55.036
994,994,3050.000,55.227
995,995,2915.000,53.991
996,996,2987.000,54.653
997,997,2918.000,54.019
998,998,2947.000,54.286
999,999,2883.000,53.694
1000,1000,2868.000,53.554
1001,1001,2936.000,54.185
1002,1002,2856.000,53.442
1003,1003,2738.000,52.326
1004,1004,2827.000,53.170
1005,1005,2790.000,52.820
1006,1006,2848.000,53.367
1007,1007,2784.000,52.764
1008,1008,2636.000,51.342
1009,1009,2631.000,51.293
1010,1010,2582.000,50.813
1011,1011,2537.000,50.369
1012,1012,2654.000,51.517
1013,1013,2665.000,51.624
1014,1014,2598.000,50.971
1015,1015,2505.000,50.050
1016,1016,2669.000,51.662
1017,1017,2629.000,51.274
1018,1018,2566.000,50.656
1019,1019,2652.000,51.498
1020,1020,2544.000,50.438
1021,1021,2395.000,48.939
1022,1022,2369.000,48.672
1023,1023,2574.000,50.735
1024,1024,2584.000,50.833
1025,1025,2578.000,50.774
1026,1026,2441.000,49.406
1027,1027,2491.000,49.910
1028,1028,2462.000,49.619
1029,1029,2336.000,48.332
1030,1030,2332.000,48.291
1031,1031,2431.000,49.305
1032,1032,2366.000,48.642
1033,1033,2442.000,49.417
1034,1034,2361.000,48.590
1035,1035,2246.000,47.392
1036,1036,2300.000,47.958
1037,1037,2332.000,48.291
1038,1038,2103.000,45.858
1039,1039,2215.000,47.064
1040,1040,2260.000,47.539
1041,1041,2289.000,47.843
1042,1042,2240.000,47.329
1043,1043,2127.000,46.119
1044,1044,2082.000,45.629
1045,1045,2365.000,48.631
1046,1046,2185.000,46.744
1047,1047,2147.000,46.336
1048,1048,2174.000,46.626
1049,1049,2126.000,46.109
1050,1050,2210.000,47.011
1051,1051,2120.000,46.043
1052,1052,2050.000,45.277
1053,1053,2010.000,44.833
1054,1054,2010.000,44.833
1055,1055,1998.000,44.699
1056,1056,1897.000,43.555
1057,1057,1912.000,43.726
1058,1058,1824.000,42.708
1059,1059,1747.000,41.797
1060,1060,1560.000,39.497
1061,1061,1638.000,40.472
1062,1062,1801.000,42.438
